1 0
0 0
0 3
0 4
0 5
0 9
0 9
1 14
1 14
0 15
2 17
0 21
0 22
0 27
0 27
1 30
0 36
0 40
1 44
0 45
0 48
0 49
0 52
1 58
1 63
0 66
1 66
0 72
1 77
0 79
0 82
0 86
0 90
2 91
1 96
0 103
1 110
0 112
0 117
0 119
1 119
1 122
1 125
0 126
0 132
0 135
1 137
1 137
0 138
0 141
3 147
0 148
0 148
2 153
1 155
2 155
1 155
0 156
0 160
1 166
0 171
0 176
1 179
2 182
1 182
0 184
0 184
2 185
1 186
0 188
2 190
0 194
1 200
0 203
2 206
1 212
0 216
2 223
0 229
2 229
0 229
2 236
0 242
1 248
1 249
2 256
1 262
0 262
0 267
1 271
2 276
0 283
0 286
2 287
0 290
0 296
3 299
0 299
2 306
0 309
1 312
1 318
0 324
0 324
0 329
0 330
2 330
1 334
1 335
0 341
0 341
0 347
1 349
1 351
0 357
2 362
0 363
0 369
3 372
0 373
1 374
0 375
0 379
0 384
2 384
0 389
0 394
1 395
0 396
1 401
0 402
2 405
3 408
3 415
0 417
0 421
2 421
1 428
0 430
2 436
0 439
2 443
1 448
0 451
2 457
0 457
1 463
0 466
1 471
0 475
0 479
2 479
1 480
0 484
0 484
0 487
0 490
0 493
1 500
0 500
2 503
3 504
0 505
0 508
1 515
0 517
0 522
2 524
0 528
0 532
0 533
0 535
1 542
0 543
0 548
1 554
0 558
0 565
0 565
1 572
0 579
2 585
0 586
1 592
0 597
2 597
0 599
1 604
0 605
1 606
1 607
0 612
0 618
2 624
0 625
2 628
0 629
0 634
3 636
2 641
