2 0
0 6
0 7
0 11
1 12
1 17
2 22
2 28
2 30
2 32
1 36
2 38
3 41
2 43
1 45
2 51
0 53
1 58
1 64
1 68
0 74
0 76
2 77
1 83
2 85
2 88
1 93
1 94
1 100
0 103
0 106
1 111
2 111
1 111
1 113
2 116
0 118
1 119
1 123
1 125
2 126
1 132
3 138
2 142
0 145
2 150
0 151
0 151
1 152
2 153
1 156
0 161
1 167
0 173
1 178
1 183
1 183
1 186
1 191
1 197
2 200
1 204
2 205
3 211
1 216
1 220
0 220
1 222
1 228
2 231
1 231
1 234
1 239
1 243
0 248
0 248
0 249
1 254
1 255
2 261
1 263
1 268
0 274
0 275
1 278
0 283
2 287
2 292
0 293
1 296
0 298
0 301
2 301
0 305
1 307
0 312
1 313
2 315
2 320
1 325
0 328
1 333
0 335
2 339
0 341
2 342
2 346
1 346
2 347
3 349
1 354
1 355
2 359
2 362
1 368
3 369
2 372
2 373
2 375
1 379
2 379
0 380
0 384
0 386
0 391
2 397
0 401
2 405
1 406
1 412
0 414
3 414
1 415
3 419
1 420
3 421
0 422
0 427
2 427
0 431
1 432
0 434
1 434
1 437
0 440
2 444
1 449
0 450
0 456
2 462
1 467
0 467
3 468
0 470
0 473
1 477
1 483
2 488
3 491
2 496
3 496
1 499
1 505
0 506
1 507
1 512
0 517
1 522
0 523
1 523
2 523
0 527
2 533
1 536
3 536
0 536
1 542
2 546
1 546
2 546
1 549
1 551
2 552
2 553
0 557
2 558
1 558
1 559
0 562
1 562
1 565
2 569
2 575
1 580
1 582
0 582
1 583
2 588
1 593
2 595
0 599
2 604
1 610
1 611
2 616
3 619
1 624
3 626
3 630
1 634
0 640
1 641
2 644
3 647
0 649
1 652
1 657
2 662
1 667
3 670
2 672
1 675
1 679
0 680
1 680
0 680
1 685
1 690
1 696
0 697
1 699
1 702
2 707
1 713
1 716
2 719
1 722
0 727
2 733
2 734
2 736
1 738
1 738
2 742
2 743
1 748
2 754
0 760
3 765
2 770
1 774
1 778
1 778
1 778
0 780
1 785
1 788
2 789
0 793
1 797
1 803
3 808
1 810
1 814
1 819
0 820
1 822
1 822
0 824
2 825
2 825
0 829
1 833
1 834
0 835
1 841
1 843
0 847
0 852
2 852
0 856
1 862
1 867
1 872
2 874
1 874
1 874
3 877
1 880
0 885
0 886
0 890
1 895
1 901
1 905
2 911
2 915
1 916
0 918
1 923
0 928
0 933
0 933
1 935
0 937
2 940
0 944
0 945
0 948
0 953
0 954
1 958
0 959
1 959
1 962
2 965
1 971
1 974
1 979
1 983
0 989
0 992
0 997
1 1001
0 1002
1 1004
1 1010
1 1015
1 1020
1 1020
2 1020
2 1024
2 1028
2 1032
1 1032
1 1036
0 1039
1 1044
2 1046
1 1050
2 1051
0 1056
1 1057
0 1063
1 1064
0 1067
0 1067
2 1069
2 1070
2 1073
2 1078
1 1082
2 1083
1 1085
3 1086
0 1090
2 1094
0 1098
1 1102
0 1103
0 1106
3 1106
0 1112
2 1114
1 1120
2 1120
1 1126
2 1127
3 1131
0 1136
