2 0
0 2
0 8
1 12
1 15
1 16
0 20
1 21
1 22
2 23
1 25
0 30
0 31
1 32
2 32
1 32
0 36
1 39
0 44
1 46
1 49
0 54
0 55
0 59
1 64
0 69
0 71
2 76
2 79
0 81
1 82
1 83
1 86
1 89
1 92
2 98
0 104
2 108
0 114
0 114
0 118
1 124
1 130
1 136
1 140
1 144
1 144
1 150
1 150
1 152
2 157
1 158
0 158
1 163
1 165
0 171
2 174
1 178
0 181
2 185
0 191
1 196
2 200
0 206
1 209
2 212
1 214
2 216
1 221
0 226
2 227
2 230
2 231
3 236
3 241
1 246
2 249
2 249
1 250
1 251
1 257
3 261
1 266
1 272
1 278
1 283
1 286
1 291
0 293
1 293
2 294
1 300
2 300
3 302
2 307
1 310
1 312
1 318
1 323
3 323
2 326
1 332
1 336
1 336
2 339
0 339
1 341
0 343
1 349
1 353
0 355
0 361
0 366
1 366
0 367
2 372
0 373
1 376
1 378
0 379
1 379
1 379
3 383
1 385
1 391
0 396
0 398
1 398
1 400
1 403
2 404
2 410
0 416
3 422
0 427
1 433
1 435
2 437
0 442
3 446
0 447
0 450
2 452
0 458
0 460
0 466
0 469
1 471
1 477
2 477
1 478
1 480
1 483
1 488
2 490
2 492
0 496
1 502
1 508
0 509
0 509
1 511
0 514
1 519
1 524
1 530
2 530
1 532
1 532
1 536
1 542
2 543
1 545
3 551
1 552
2 558
0 564
1 568
1 569
1 574
1 574
1 579
1 585
1 588
2 591
2 591
0 596
1 600
3 603
2 606
1 612
0 615
1 618
0 619
0 619
0 623
1 629
1 631
0 631
1 634
0 637
3 643
1 646
0 650
1 654
1 659
0 661
1 665
2 668
2 673
0 676
2 682
1 687
1 691
0 691
1 694
1 700
0 703
0 705
2 709
0 709
0 713
2 716
1 717
1 722
0 725
1 730
0 733
0 733
1 736
1 738
0 743
1 748
1 752
1 754
1 754
1 760
1 762
2 764
0 764
0 767
0 770
0 771
1 774
2 776
0 779
1 783
2 788
1 788
0 792
0 796
1 797
1 802
0 802
0 806
0 812
1 813
1 813
0 819
0 819
1 820
2 825
1 827
2 828
1 833
1 839
1 841
1 847
0 849
1 850
0 850
0 853
1 857
0 863
2 864
1 867
1 873
2 879
2 881
2 885
1 890
1 895
2 899
0 899
1 900
1 900
2 903
1 903
0 907
1 909
0 910
1 914
3 917
1 917
2 921
1 922
2 926
3 930
2 936
2 939
1 945
2 951
2 952
3 956
3 958
0 958
0 960
3 964
1 964
1 967
0 970
1 970
1 971
1 975
0 980
1 983
0 983
3 986
0 991
0 995
