1 0
1 4
1 5
1 11
1 13
2 14
1 18
1 18
1 21
0 23
0 27
1 28
2 34
2 37
0 37
1 40
1 40
2 42
1 43
2 43
0 46
2 51
2 51
1 57
0 62
3 64
2 65
2 69
1 71
1 72
0 74
1 74
2 77
2 79
2 79
1 79
1 82
0 86
0 90
1 90
0 95
3 98
1 102
1 107
1 107
1 109
2 111
0 117
0 121
2 124
2 130
1 130
1 135
1 137
1 143
2 143
1 143
1 144
1 150
0 153
0 157
0 159
1 163
2 163
0 165
1 165
3 166
1 168
2 170
2 171
0 172
0 178
1 183
1 183
0 186
0 192
1 198
1 198
1 199
3 201
3 207
2 212
1 212
1 214
3 215
1 216
0 216
0 218
1 218
1 219
1 224
2 226
1 232
3 232
2 233
1 236
2 236
0 242
1 246
0 249
2 252
0 254
0 255
0 261
1 266
0 268
2 270
1 270
2 275
1 277
1 283
2 283
1 284
0 289
1 289
1 295
3 296
0 300
2 305
1 309
2 313
0 318
3 321
2 327
1 328
2 330
1 332
1 335
2 339
1 343
2 348
1 353
1 358
1 361
1 367
2 368
2 369
1 374
1 377
2 379
1 383
3 385
0 387
0 389
1 394
0 396
1 397
1 400
0 401
1 405
1 406
1 407
1 407
0 407
2 410
1 412
1 413
2 419
0 423
1 429
1 435
1 441
1 444
0 447
3 448
2 454
0 458
0 460
0 466
1 466
1 470
1 474
1 474
1 480
0 481
3 481
0 486
1 487
2 487
1 493
1 493
1 493
1 496
1 500
2 505
1 507
1 507
2 511
1 515
0 519
1 524
1 525
2 526
1 529
0 529
1 532
1 535
0 539
1 543
3 544
2 550
2 552
1 558
0 561
2 564
0 569
1 574
1 579
2 580
0 582
1 587
1 587
0 590
1 596
2 596
1 601
1 606
1 611
1 611
0 614
0 617
2 619
1 620
1 620
1 623
1 628
2 631
3 637
2 642
3 646
1 646
1 652
0 658
1 661
1 666
1 670
1 672
2 678
1 681
2 681
0 685
0 689
0 695
1 699
0 701
1 701
2 703
1 706
1 708
1 710
2 712
2 718
0 724
1 725
1 728
1 732
1 738
2 740
0 744
1 747
0 747
0 749
0 752
1 754
0 756
2 760
1 762
1 768
1 769
2 774
1 775
1 778
1 783
3 789
1 791
0 795
0 798
3 804
1 809
2 812
2 816
1 821
1 824
0 825
0 831
1 833
0 833
0 839
1 841
1 843
0 843
3 849
1 851
0 855
1 861
1 865
0 865
0 870
0 871
0 877
2 883
1 887
1 890
1 891
0 891
2 897
2 902
1 903
1 903
1 906
2 906
1 909
2 911
2 911
0 912
1 916
1 920
2 926
1 928
1 931
2 933
1 934
0 934
0 936
1 939
1 942
0 945
1 950
1 953
0 959
1 963
2 964
2 965
1 970
2 972
1 976
0 981
2 982
1 984
1 987
1 990
0 991
1 991
1 995
1 999
0 1001
2 1005
0 1010
0 1016
2 1017
1 1020
1 1024
3 1024
1 1024
1 1030
2 1035
2 1037
0 1037
0 1039
1 1042
0 1047
2 1048
2 1052
0 1052
0 1055
1 1057
0 1061
1 1063
2 1063
1 1068
1 1070
0 1072
1 1078
1 1080
1 1082
1 1087
1 1091
1 1097
1 1100
1 1106
2 1111
0 1116
1 1117
1 1121
2 1123
1 1127
1 1132
0 1132
2 1133
3 1133
